quad,stand,year,month,day,stand_size,AULPAL,BRASAL,CERPUR,DICPOL,DICSCO,DITFLE,DREUNC,EURPUL,HYLSPL,ORTFLA,PLESCH,POHNUT,POLJUN,POLPIL,PTICIL,PTIPUL,PTICC,SPLSPP,TETANG,TOMNIT,CETCUC,CETERI,CETNIV,CLAMIT,CLARAN,CLASTE,CLAAMA,CLACAP,CLACAR,CLACEN,CLACHL,CLACOC,CLACON,CLACOR,CLACRP,CLACRT,CLAGON,CLAGRA,CLAMUL,CLAPHY,CLAPYX,CLASQU,CLASUB,CLAUNC,CLAVER,LECGRA,PELAPH,PELMAL,PELPUL,PELRUF,STEALP,BRYSPP,CETHAL,CETPIN,EVEMES,HYPPHY,PARELE,PARSUL,PARAMB,PARHYP,PLAGLA,USNSPP,POLCOM
7D,LF,1983,8,27,5,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.5,0,0,0,0,0.5,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,1,0,0,0,0.5,0,0,0,0,0.5,0.5,0.1,0.1,0,0,0.1,0,0,0.1,NA
7F,LF,1983,8,27,5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0.5,0,25,0,1,0,0,0,0,0.1,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.1,0,0.1,NA
7H,LF,1983,8,27,5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.5,0,0,0,0,0.5,0,40,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0,12,0,0,0,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
7J,LF,1983,8,27,5,0,0,0,2,0,0,0,0,0,0,15,0,0,0,2,0,1,0,0,0,0,0.1,0,40,1,2,0,0,0,0,0.1,0,0,0,0,0,0.1,0.5,0,0.1,0,0,0,0.5,0,0,0,8,0,0,0,0.1,0,0,0.1,0.5,0,0,0,0,0,0.1,NA
9B,LF,1983,8,27,5,0,0,0,0.5,0,0,0,0,0,0,8,0,0,0,0,0,0.5,0,0,0,0,0.1,0.5,20,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0.1,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9D,LF,1983,8,27,5,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0.1,0.5,50,0.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
9F,LF,1983,8,27,5,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0.1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.5,0,0,0,2,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0.1,NA
9H,LF,1983,8,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0,0,0,3,0,0,0,1,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0.1,NA
9J,LF,1983,8,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,25,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.5,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.1,0,0,0.1,0,0,0.1,NA
1B,LF,1983,9,24,5,0,0,0,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,45,0,1,0,0,0,0,0.1,0,0,0,0,0,0,1,0.1,0.1,0,0,0,1,0,0,0,10,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
1D,LF,1983,9,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,40,0,4,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.5,0.1,0,0,0.5,0,0,0.1,NA
1F,LF,1983,9,24,5,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,1,30,0,1,0,0,0,0,0.1,0,0,0,0,0,0,3,0,0.1,0,0,0,7,0,0,0,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
1H,LF,1983,9,24,5,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,60,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0,0,0,5,0,0,0,0,0,0,0,0.1,0.5,0.1,0.5,0.1,0,0,0.1,0,0,0.5,NA
1J,LF,1983,9,24,5,0,0,0,2,0,0,0,0,0.1,0,1,0,0,0,0,0,0.5,0,0,0,0,0.5,0.1,50,0,10,0,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
3B,LF,1983,9,24,5,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,30,0.5,8,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0,2,0,0,0,2,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.1,0,0,0,NA
3D,LF,1983,9,24,5,0,0,0,5,0,0,0,0,1,0,4,0,0.5,0,2,0,3,0,0,0,0,0.1,0,35,0,2,0,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0.1,0,0,0,3,0,0,0,2,0,0,0,0,0,0.1,0,0.1,0,0,0.5,0.1,0,0,NA
3F,LF,1983,9,24,5,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0.5,0,25,0,2,0,0,0,0,0.1,0,0,0,0,0,0.1,4,0,0.1,0,0,0,3,0,0,0,3,0,0,0,0.1,0.5,2,0.1,0,0,0,2,0.5,0,0.1,NA
3H,LF,1983,9,24,5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0,8,0,0,0,1,0,0,0,0,0.1,0.5,0.1,0.1,0,0,0.1,0.1,0,0.1,NA
3J,LF,1983,9,24,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0.5,0,0,0,0,0.5,0,40,0,5,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
5B,LF,1983,9,24,5,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0.1,0,1,0,0,0,0,0.1,0,80,1,1,0,0,0,0,0.1,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0.5,0,0,0,0,0.5,0.1,0,0,NA
5D,LF,1983,9,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,30,0,3,0,0,0,0,0.1,0,0,0,0,0,0,6,0,1,0,0,0,5,0,0,0,15,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,NA
5F,LF,1983,9,24,5,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0.1,0,25,0,17,0,0,0,0,0.1,0.1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,20,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
5H,LF,1983,9,24,5,0,0,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,50,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
5J,LF,1983,9,24,5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0,3,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
7B,LF,1983,9,24,5,0,0,0.1,0.5,0,0,0,0,0,0,2,0,0,0,0.1,0,0,0,0,0,0,0.1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,1,0,0,0,10,0,0,0,4,0,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0,0,0,NA
7D,LF,1983,9,24,5,0,0,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.1,0.1,0.1,0,0,0.1,0.1,0,0.1,NA
7F,LF,1983,9,24,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0.5,0,20,0,2,0,0,0,0,0.1,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.5,0.1,0,0,0,0.5,0.1,0,0.1,NA
7H,LF,1983,9,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,20,0,0,0,2,0,0,0,0,0,0.1,0.1,0.5,0,0,0,0,0,0,NA
7J,LF,1983,9,24,5,0,0,0,4,0,0,0,0,0,0,15,0,0,0,2,0,1,0,0,0,0,0.1,0,35,1,2,0,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,2,0,0,0,15,0,0,0,0.1,0,0.1,0.1,0.1,0,0,0.1,0,0,0,NA
9B,LF,1983,9,24,5,0,0,0,0.5,0,0,0,0,0,0,17,0,0,0,0,0,0.1,0,0,0,0,0.1,0.5,25,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0.1,0.1,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9D,LF,1983,9,24,5,0,0,0,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.1,0.5,70,0,2,0,0,0,0,0.1,0,0,0,0,0,0,1,0.1,1,0,0,0,2,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
9F,LF,1983,9,24,5,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0.1,0,20,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0.5,0.1,0.1,0,0,0.1,0,0,0.1,NA
9H,LF,1983,9,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.1,0,0,0,4,0,0,0,1,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0.5,NA
9J,LF,1983,9,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,25,0,0.5,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.5,0.1,0,0,0.1,0,0,0,NA
1B,ML,1983,5,18,5,0,0,0,0,0,0,0,0,0.1,0,4,0,0,0,0,0,0.1,0,0,0,0,0,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1D,ML,1983,5,18,5,0,0.1,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1F,ML,1983,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,5,0,1,0,0,0,0,NA
1H,ML,1983,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.1,0,8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
1J,ML,1983,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,5,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.5,0,0.5,0,0.5,0,0,0,0,NA
3B,ML,1983,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0.1,0,0,0,0,NA
3D,ML,1983,5,18,5,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,NA
3F,ML,1983,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,20,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
3H,ML,1983,5,18,5,0,0,0,1,0,0,0,0,0.1,0,35,0.1,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
3J,ML,1983,5,18,5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
5B,ML,1983,5,18,5,0,0.1,0,1,0,0,0,0,0,0,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
5D,ML,1983,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0,0.1,0,0,0,0.1,0,0,NA
5F,ML,1983,5,18,5,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0,0,0,NA
5H,ML,1983,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
5J,ML,1983,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,80,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7B,ML,1983,5,18,5,0,0,0,0.1,0,0,0,0,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0.1,0.5,20,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0.1,0,0,0,NA
7D,ML,1983,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,50,0,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
7F,ML,1983,5,18,5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7H,ML,1983,5,18,5,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0.1,0,15,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.5,0.1,0,0,0,0,0,0,0,NA
7J,ML,1983,5,18,5,0,0.1,0,2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9B,ML,1983,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9D,ML,1983,5,18,5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,20,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9F,ML,1983,5,18,5,0,0,0,0.5,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0.1,0,40,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
9H,ML,1983,5,18,5,0,0,2,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,2,0,0,0,NA
9J,ML,1983,5,18,5,0,0.5,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1B,ML,1983,6,15,5,0,0,0,1,0,0,0,0,0.5,0,4,0,0,0,0,0,0.5,0,0,0,0,0,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,NA
1D,ML,1983,6,15,5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1F,ML,1983,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.5,0,7,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,4,0,2,1,0,0,0,NA
1H,ML,1983,6,15,5,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0.1,0,8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
1J,ML,1983,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,5,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.5,0,0,0,2,1,0,0,0,NA
3B,ML,1983,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,NA
3D,ML,1983,6,15,5,0,0,1,2,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,NA
3F,ML,1983,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,25,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
3H,ML,1983,6,15,5,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
3J,ML,1983,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
5B,ML,1983,6,15,5,0,0,0.1,1,0,0,0,0,1,0,3,0,0.5,0,0,0,0,0,0,0,0,0.1,0,6,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
5D,ML,1983,6,15,5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0.1,0.1,0,0,NA
5F,ML,1983,6,15,5,0,0,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,4,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,0,0.5,0,0.5,0.5,0.1,0,0.1,NA
5H,ML,1983,6,15,5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
5J,ML,1983,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,80,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7B,ML,1983,6,15,5,0,0,0.5,0.1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.1,0,15,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,NA
7D,ML,1983,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,0.1,40,0.1,0.5,0,0,0,0,0.1,0.1,0,0,0,0,0,0.1,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
7F,ML,1983,6,15,5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7H,ML,1983,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0.1,0.1,0,0,0.1,NA
7J,ML,1983,6,15,5,0,0,2,0.5,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,20,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9B,ML,1983,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
9D,ML,1983,6,15,5,0,0,0,0.5,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
9F,ML,1983,6,15,5,0,0,0.5,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,40,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
9H,ML,1983,6,15,5,0,0,3,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,0,0.5,4,0,0,0,NA
9J,ML,1983,6,15,5,0,0,1,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1B,ML,1983,7,13,5,0,0,0.5,2,0,0,0,0,0,0,5,0,0,0,0,0,0.5,0,0,0,0,0.5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
1D,ML,1983,7,13,5,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,12,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
1F,ML,1983,7,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,3,0,0,0,0,0.1,0,8,0.1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.5,0,6,0,1,2,0.5,0,0,NA
